state,district,origin_of_challenge,date_of_challenge_removal,type_of_ban,author,title,secondary_author_s,illustrator_s,translator_s
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Keil, Michelle Ruiz",Summer in the City of Roses,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Kendi, Ibram X.",How to Be an Antiracist,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Khan-Cullors, Patrisse",When They Call You a Terrorist (Young Adult Edition): A Story of Black Lives Matter and the Power to Change the World,"Bandele, Asha",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Khorram, Adib",Darius the Great Deserves Better (Darius the Great Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Khorram, Adib",Darius the Great Is Not Okay (Darius the Great Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"King, A. S.",Ask the Passengers,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"King, Stephen",Elevation,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Klune, T. J.",The Extraordinaries (The Extraordinaries Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Knight, Traci M.","RIPPED-APART Understanding, Coping and Living with Gender Dysphoria",NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Konigsberg, Bill",The Bridge,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Konigsberg, Bill",The Music of What Happens,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Konigsberg, Bill",The Porcupine of Truth,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"La Sala, Ryan",Be Dazzled,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"LaCour, Nina",We Are Okay,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Langford, Jo",The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lawson, Richard",All We Can Do Is Wait,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lee, Lyla",I'll Be the One,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lee, Mackenzi",The Gentleman's Guide to Vice and Virtue (Montague Siblings Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lee, Mackenzi",The Lady's Guide to Petticoats and Piracy (Montague Siblings Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lee, Victoria",A Lesson in Vengeance,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lee, Victoria",The Electric Heir (Feverwake Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lee, Victoria",The Fever King (Feverwake Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lerner, K. Lee",Gender Issues and Sexuality: Essential Primary Sources,"Lerner, Brenda Wilmoth; Lerner, Adrienne Wilmoth",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Levithan, David",19 Love Songs,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lippincott, Rachael",The Lucky List,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lo, Malinda",Last Night at the Telegraph Club,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"London, Alex",Black Wings Beating (Skybound Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"London, Alex",Gold Wings Rising (Skybound Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lorde, Audre",Sister Outsider: Essays and Speeches,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lukens, F. T.",In Deeper Waters,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Lundin, Britta",Ship It,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Ma, Diana",Heiress Apparently (Daughters of the Dynasty Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Mac, Carrie",10 Things I Can See from Here,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Malti-Douglas, Fedwa",Encyclopedia of Sex & Gender: 4 Volume Set,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Mardell, Ashley",The ABC's of LGBT+,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Marsh, Sarah Glenn",The Girls Are Never Gone,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Martins, Vitor",Here the Whole Time,NA,NA,"Helena, Larissa"
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"McCoy, Mary",Indestructible Object,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"McFerran, Shannon",Synchro Boy,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"McGuire, Seanan",Every Heart a Doorway (Seanan McGuire Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Mckesson, DeRay",On the Other Side of Freedom: The Case for Hope,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"McLemore, Anna-Marie",Blanca & Roja,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"McLemore, Anna-Marie",Dark and Deepest Red,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"McNabb, Charlie","Nonbinary Gender Identities: History, Culture, Resources",NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"McSmith, Tobly",Act Cool,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"McSmith, Tobly",Stay Gold,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Mejia, Tehlor Kay",We Set the Dark on Fire (We Set the Dark on Fire Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Mikuta, Zoe Hana",Gearbreakers (Gearbreakers Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Miller, Linsey",What We Devour,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Mitchell, Saundra",Out Now: Queer We Go Again!,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Moore, Darnell L.",No Ashes in the Fire: Coming of Age Black and Free in America,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Moreland, Miel",It Goes Like This,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Muir, Tamsyn",Gideon the Ninth (The Locked Tomb Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Murphy, Julie",Ramona Blue,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Nardo, Don",Understanding Gender Identity,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Nelson, Jandy",I'll Give You the Sun,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Nguyen, Trung Le",The Magic Fish,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"North, Ari",Always Human (Always Human Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"O'Donoghue, Caroline",All Our Hidden Gifts (All Our Hidden Gifts Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Oseman, Alice",Heartstopper: Volume One (Heartstopper Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Oseman, Alice",Heartstopper: Volume Two (Heartstopper Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Oseman, Alice",Heartstopper: Volume Three (Heartstopper Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Oshiro, Mark",Anger Is a Gift,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Oshiro, Mark",Each of Us a Desert,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Ottaviani, Jim",The Imitation Game: Alan Turing Decoded,NA,"Purvis, Leland",NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Overy, Alexandra",These Feathered Flames (These Feathered Flames Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Pacton, Jamie",The Life and (Medieval) Times of Kit Sweetly,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Page, Nathan",The Witch's Hand (The Montague Twins),"Shannon, Drew",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Panetta, Kevin",Bloom,NA,"Ganucheau, Savanna",NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Parks, Peggy J.",The Black Lives Matter Movement,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Pau Preto, Nicki",Crown of Feathers (Crown of Feathers Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Pau Preto, Nicki",Heart of Flames (Crown of Feathers Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Pau Preto, Nicki",Wings of Shadow (Crown of Feathers Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Penne, Barbra",Your Rights as an LGBTQ+ Teen,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Petrus, Junauda",The Stars and the Blackness Between Them,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Philips, L.",Sometime After Midnight,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Pierce, Tamora",The Will of the Empress (The Circle Reforged Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Pinguicha, Diana",A Curse of Roses,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Pinsky, Drew","It Doesn't Have to Be Awkward: Dealing with Relationships, Consent, and Other Hard-to-Talk-About Stuff","Pinsky, Paulina",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Polydoros, Aden",The City Beautiful,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Posthuma, Lisabeth",Baby & Solo,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Power, Rory",Burn Our Bodies Down,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Quindlen, Kelly",Late to the Party,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Quintero, Isabel","Gabi, a Girl in Pieces",NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Reynolds, Jason","Stamped: Racism, Antiracism, and You","Kendi, Ibram X.",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Riordan, Rick",The Burning Maze (The Trials of Apollo Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Riordan, Rick",The Dark Prophecy (The Trials of Apollo Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Riordan, Rick",The Hammer of Thor (Magnus Chase and the Gods of Asgard Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Riordan, Rick",The Hidden Oracle (The Trials of Apollo Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Riordan, Rick",The Tyrant’s Tomb (The Trials of Apollo Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Robson, Laura Brooke",Girls at the Edge of the World,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Rocha, Lucas",Where We Go From Here,NA,NA,"Helena, Larissa"
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Rodi, Robert",Living Proud! Coming Out and Seeking Support (Living Proud! Growing Up Lgbtq),"Ross, Laura",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Roehrig, Caleb",Death Prefers Blondes,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Roehrig, Caleb",The Fell of Dark,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Roehrig, Caleb",White Rabbit,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Rowell, Rainbow",Any Way the Wind Blows (Simon Snow Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Rowell, Rainbow",Carry On (Simon Snow Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Rowell, Rainbow",Wayward Son (Simon Snow Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Russo, Meredith",Birthday,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Russo, Meredith",If I Was Your Girl,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Rutkoski, Marie",The Midnight Lie (Forgotten Gods Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Ryan, P. E.",Saints of Augustine,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Ryan, Tom",I Hope You're Listening,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Ryan, Tom",When You Get the Chance,"Stevenson, Robin",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Ryle, Robyn","She/He/They/Me: For the Sisters, Misters, and Binary Resisters",NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sáenz, Benjamin Alire",Aristotle and Dante Dive into the Waters of the World (Aristotle and Dante Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sáenz, Benjamin Alire",The Inexplicable Logic of My Life,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Salvatore, Steven",Can't Take That Away,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sanchez, Alex",You Brought Me the Ocean,NA,"Maroh, Julie",NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sanchez, Jasper",The (Un)Popular Vote,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Santana, Sol",Just Ash,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Savage, Dan","It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living","Miller, Terry",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Schmidt, Tiffany",Get a Clue (Bookish Boyfriends Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Schrefer, Eliot",The Darkness Outside Us,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Schwenke, Chloe",SELF-ish: A Transgender Awakening,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sebastian, Laura",Ember Queen (Ash Princess Trilogy Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sharpe, Tess",The Girls I've Been,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Shepard, Sara",Flawless (Pretty Little Liars Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Shepard, Sara",Influence,"Buckingham, Lilia",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sibson, Laura",Edie in Between,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Siegert, Mia",Somebody Told Me,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Silvera, Adam",More Happy Than Not,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Silvera, Adam",They Both Die at the End,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Skrutskie, Emily",Bonds of Brass,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Smedley, Zack",Tonight We Rule the World,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Smith, Heather",Chicken Girl,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Smyth, Ciara",Not My Problem,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Smyth, Ciara",The Falling in Love Montage,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Solomon, Andrew",Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,"Calkhoven, Laurie",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Spalding, Amy",The Summer of Jordi Perez,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Spalding, Amy",We Used to Be Friends,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Specksgoor, Meg",I Am Water,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Stamper, Phil",As Far As You'll Take Me,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Stamper, Phil",The Gravity of Us (The Gravity of Us Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Stanley, Stan",Bright World (The Hazards of Love Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Steele, Hamish",The Watcher's Test (Deadendia Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sterling, Isabel",The Coldest Touch,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sterling, Isabel",These Witches Don't Burn (These Witches Don't Burn Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Stevenson, Robin",Pride: Celebrating Diversity & Community,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Stoeve, Ray",Between Perfect and Real,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Sugiura, Misa",It's Not Like It's a Secret,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Surmelis, Angelo",The Dangerous Art of Blending In,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Talley, Robin",As I Descended,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Talley, Robin",Music from Another World,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Talley, Robin",Pulp,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Talley, Robin",The Love Curse of Melody McIntyre,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Tarttelin, Abigail",Golden Boy,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Tate, Meredith",The Last Confession of Autumn Casterly,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Tebbetts, Chris",Me Myself & Him,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Testa, Rylan Jay",The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity,"Coolhart, Deborah; Peta, Jayme",NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Thomas, Aiden",Cemetery Boys,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Thor, Rosiee",Tarnished Are the Stars,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Thrace, Mischa",My Whole Truth,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Tokuda-Hall, Maggie",Squad,NA,"Sterle, Lisa",NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Tyndall, Nita",Who I Was with Her,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Ukazu, Ngozi","#Hockey (Check, Please! Series)",NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Ukazu, Ngozi","Sticks & Scones (Check, Please! Series)",NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned in Libraries and Classrooms,"Vaid-Menon, Alok",Beyond the Gender Binary,NA,"Lukashevsky, Ashley",NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"van Whye, Kevin","Date Me, Bryson Keller",NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Varela, Nina",Crier's War (Crier's War Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Varela, Nina",Iron Heart (Crier's War Series),NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Verdi, Jessica",And She Was,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Verdi, Jessica",Follow Your Arrow,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Victoria, Emily",This Golden Flame,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Villa, Jonny Garza",Fifteen Hundred Miles from the Sun,NA,NA,NA
Tennessee,Collierville Schools,Administrator,2022-02-01T00:00:00Z,Banned Pending Investigation,"Walden, Tillie",On a Sunbeam (On a Sunbeam Series),NA,NA,NA
